id,name,type,type_code,address,location,lon,lat,tel,pname,cityname,adname,business_area,tag,timestamp,rating,cost,tourism_score,traffic_score,facility_score
B0FFJBC24O,蛙来哒(人广来福士店),餐饮服务;中餐厅;中餐厅,050100,西藏中路268号来福士广场6层07B-07C号,"121.476577,31.232384",121.476577,31.232384,18577854418,上海市,上海市,黄浦区,,,2026-01-29 09:13:35,4.4,86.0,0.4631578947368421,0.0,0.625
B0KGCX9ABS,南里山房(上海来福士广场店),餐饮服务;中餐厅;中餐厅,050100,西藏中路268号上海来福士广场F6层,"121.476607,31.232454",121.476607,31.232454,13564533340,上海市,上海市,黄浦区,,,2026-01-29 09:13:35,4.5,140.0,1.0,0.0,0.37499999999999994
B0FFFBEBXN,利苑酒家(IAPM店),餐饮服务;中餐厅;广东菜(粤菜),050103,淮海中路999号环贸广场L4-401(近陕西南路),"121.458720,31.216174",121.45872,31.216174,021-54252283;17717699720,上海市,上海市,徐汇区,,,2026-01-29 09:13:35,4.5,313.0,0.47368421052631576,0.0,0.37499999999999994
B0H06SBI8N,来意艺术中餐厅(外滩店),餐饮服务;餐饮相关场所;餐饮相关,050000,福州路与中山东一路交叉口西南60米,"121.489931,31.235183",121.489931,31.235183,021-63027707;17600431016,上海市,上海市,黄浦区,,,2026-01-29 09:13:35,4.4,333.0,0.4631578947368421,0.0,0.37499999999999994
B0I0FSKVQ6,大树餐厅(世纪汇店),餐饮服务;中餐厅;中餐厅,050100,世纪大道1192号世纪汇广场F2层,"121.527639,31.226866",121.527639,31.226866,021-50905037,上海市,上海市,浦东新区,,,2026-01-29 09:13:35,4.6,113.0,0.48421052631578937,0.0,0.37499999999999994
B0FFH2A8Y0,清真·穆斯林玛丽亚餐厅,餐饮服务;快餐厅;快餐厅,050300,浙江中路70号-1号,"121.480525,31.231567",121.480525,31.231567,021-63463717,上海市,上海市,黄浦区,,,2026-01-29 09:13:35,4.6,78.0,0.48421052631578937,0.0,1.0
B0FFIBN4N5,海上铂悦餐厅,餐饮服务;中餐厅;中餐厅,050100,祝桥镇晨阳路815号近物流大道,"121.766186,31.178202",121.766186,31.178202,021-68869880,上海市,上海市,浦东新区,,,2026-01-29 09:13:35,4.7,105.0,0.49473684210526314,0.0,0.37499999999999994
B0HAMS1SDM,静安50中餐厅,餐饮服务;中餐厅;中餐厅,050100,愚园东路58号(静安寺地铁站6号口步行290米),"121.448026,31.226225",121.448026,31.226225,021-52922399,上海市,上海市,静安区,,,2026-01-29 09:13:35,4.4,674.0,0.4631578947368421,0.0,0.37499999999999994
B0FFFA26FO,小灶王(嘉定澄浏中路店),餐饮服务;中餐厅;综合酒楼,050101,澄浏中路2555-2559号,"121.279176,31.380359",121.279176,31.380359,021-60765677;021-60822577;13651622860,上海市,上海市,嘉定区,,,2026-01-29 09:13:35,4.6,96.0,0.48421052631578937,0.0,1.0
B0HUAH3CP3,绿茶餐厅(上海浦东汇智店),餐饮服务;中餐厅;中餐厅|餐饮服务;冷饮店;冷饮店,050100|050700,金科路3057号汇智国际商业中心F2层,"121.601062,31.203342",121.601062,31.203342,021-58887727,上海市,上海市,浦东新区,,,2026-01-29 09:13:36,4.6,63.0,0.48421052631578937,0.0,0.8333333333333334
B0FFLH6CJ5,御翠轩中餐厅,餐饮服务;中餐厅;中餐厅,050100,花木路1883弄96号1层,"121.562219,31.214371",121.562219,31.214371,021-50825777,上海市,上海市,浦东新区,,,2026-01-29 09:13:36,4.4,240.0,0.4631578947368421,0.0,0.5
B0J3ALSICY,晶公馆(重庆南路店),餐饮服务;中餐厅;广东菜(粤菜),050103,重庆南路与复兴中路交叉口南100米,"121.470318,31.214758",121.470318,31.214758,021-33935757;021-58695757,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.5,635.0,0.47368421052631576,0.0,0.5
B0KGJA0N67,绿茶餐厅(上海华润国华店),餐饮服务;中餐厅;中餐厅,050100,闸殷路1555号3层314-316号商铺,"121.511147,31.311745",121.511147,31.311745,18879747879,上海市,上海市,杨浦区,,,2026-01-29 09:13:36,4.5,66.0,0.47368421052631576,0.0,0.8333333333333334
B0J0UY001X,今筵·J TASTE(思南公馆),餐饮服务;中餐厅;广东菜(粤菜),050103,复兴中路523弄5号,"121.468747,31.215053",121.468747,31.215053,021-63277017,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.3,359.0,0.4526315789473684,0.0,0.5
B0LAYHYZ2K,陶醉苑本帮菜餐厅,购物服务;购物相关场所;购物相关场所,060000,660号万宝国际商务中心B栋27幢102室,"121.421073,31.205027",121.421073,31.205027,13611990581,上海市,上海市,长宁区,,,2026-01-29 09:13:36,4.4,120.0,0.4631578947368421,0.0,0.5
B0GKCKQ7KQ,子福慧(淮海路店),餐饮服务;中餐厅;广东菜(粤菜),050103,淮海中路138号上海广场2F层,"121.477908,31.225668",121.477908,31.225668,18511725678,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.4,498.0,0.4631578947368421,0.0,0.5
B0JBTZ4FN5,LING LONG凌珑餐厅,餐饮服务;餐饮相关场所;餐饮相关,050000,中山东一路2号上海外滩华尔道夫酒店一楼105室,"121.489814,31.233544",121.489814,31.233544,021-23290313,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.4,2368.0,0.4631578947368421,0.0,0.5
B0JAXU1MJM,胡子大厨·湖南小炒(淮海巴黎春天店),餐饮服务;中餐厅;中餐厅,050100,淮海中路939-949号1号楼地下一层B1F-号14、号15,"121.459489,31.216318",121.459489,31.216318,15317096293,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.3,57.0,0.4526315789473684,0.0,0.8333333333333334
B0FFH7VV0F,宝石花瀚海明玉酒店·中餐厅·本帮菜,餐饮服务;中餐厅;中餐厅,050100,周家嘴路1888号酒店2层(中餐厅),"121.515105,31.265654",121.515105,31.265654,021-61203000;13402082393,上海市,上海市,杨浦区,,,2026-01-29 09:13:36,4.4,128.0,0.4631578947368421,0.0,1.0
B0FFK3RPXP,绿茶餐厅(上海南方商城店),餐饮服务;中餐厅;浙江菜,050106,梅陇镇沪闵路7388号南方商城购物中心四楼,"121.400570,31.131453",121.40057,31.131453,021-33360567,上海市,上海市,闵行区,,,2026-01-29 09:13:36,4.5,64.0,0.47368421052631576,0.0,0.8333333333333334
B0K2PPI0LI,上海正顶菜馆本帮菜,餐饮服务;中餐厅;中餐厅,050100,四川中路324号与南京东路交叉口,"121.488193,31.237828",121.488193,31.237828,19821616711,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.6,93.0,0.48421052631578937,0.0,0.8333333333333334
B0JRJAFURI,马兰头中餐厅小酒馆,餐饮服务;餐饮相关场所;餐饮相关,050000,马当路388号SOHO复兴广场F1层,"121.474386,31.215256",121.474386,31.215256,13012861761,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.4,165.0,0.4631578947368421,0.0,0.5
B0FFKPNJVW,蘭心餐厅(白玉兰广场店),餐饮服务;中餐厅;中餐厅,050100,东长治路588号白玉兰购物中心3楼L3-10商铺-A,"121.498230,31.249401",121.49823,31.249401,13916929585;13980531510,上海市,上海市,虹口区,,,2026-01-29 09:13:36,4.5,127.0,1.0,0.0,0.5
B00156EHW5,东北人家(中外运大厦店),餐饮服务;中餐厅;特色/地方风味餐厅,050118,福建中路206号(南京东路地铁站4号口步行350米),"121.481513,31.234263",121.481513,31.234263,021-63757595;15221811788,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.6,70.0,0.48421052631578937,0.0,0.8333333333333334
B0K02542YE,金海逸餐厅,餐饮服务;中餐厅;中餐厅,050100,茂园路260号7幢8号楼,"121.481784,30.954350",121.481784,30.95435,15601986620,上海市,上海市,奉贤区,,,2026-01-29 09:13:36,4.5,124.0,0.47368421052631576,0.0,0.5
B00154NQD7,王宝和酒家(黄浦店),餐饮服务;中餐厅;综合酒楼,050101,福州路603号(近浙江中路),"121.479438,31.232557",121.479438,31.232557,021-63223673,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.5,167.0,0.47368421052631576,0.0,1.0
B0J6GCN1ZE,上海外滩W酒店艳中餐厅,餐饮服务;餐饮相关场所;餐饮相关,050000,旅顺路66号上海外滩W酒店5层&6层,"121.496452,31.249024",121.496452,31.249024,021-22869965,上海市,上海市,虹口区,,,2026-01-29 09:13:36,4.3,447.0,0.4526315789473684,0.0,1.0
B0FFLNRJFX,宝丽轩中餐厅,餐饮服务;中餐厅;中餐厅,050100,山西北路108弄(天潼路地铁站5号口步行180米),"121.482140,31.242846",121.48214,31.242846,021-36067788,上海市,上海市,静安区,,,2026-01-29 09:13:36,4.4,839.0,0.4631578947368421,0.0,0.5
B001520A7F,阳光餐厅(襄阳南路店),餐饮服务;中餐厅;中餐厅,050100,襄阳南路510弄10号(嘉善路地铁站5号口步行440米),"121.458017,31.204656",121.458017,31.204656,021-64670996,上海市,上海市,徐汇区,,,2026-01-29 09:13:36,4.5,86.0,0.47368421052631576,0.0,0.8333333333333334
B0HA61FVNG,丝路新疆烤肉餐厅,餐饮服务;中餐厅;特色/地方风味餐厅,050118,宛平南路850号,"121.451357,31.184052",121.451357,31.184052,13817211716;18116226936,上海市,上海市,徐汇区,,,2026-01-29 09:13:36,4.5,82.0,0.47368421052631576,0.0,0.8333333333333334
B0JD0AZL2I,沧浪亭(思南路店),餐饮服务;中餐厅;中餐厅,050100,思南路8号(淮海中路地铁站1号口步行150米),"121.465894,31.219262",121.465894,31.219262,021-53067325,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.5,30.0,0.47368421052631576,0.0,0.8333333333333334
B0LAL1PGL5,寄畅兴·百年蟹黄面·露台餐厅(豫园城隍庙店),餐饮服务;中餐厅;中餐厅,050100,旧校场路159号豫园百货近7号门天裕楼三楼,"121.491254,31.225462",121.491254,31.225462,18221688546,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.5,82.0,0.47368421052631576,0.0,0.8333333333333334
B0JBK12SL2,细记港九大牌档(K11店),餐饮服务;中餐厅;中餐厅,050100,淮海中路300号K11购物艺术中心306A室,"121.473516,31.223446",121.473516,31.223446,021-63290869,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.5,121.0,0.47368421052631576,0.0,0.5
B0KDMC7YIW,Rx·方子·新中餐小酒馆,餐饮服务;中餐厅;中餐厅,050100,瑞金二路115号,"121.465254,31.214323",121.465254,31.214323,13564947794;13817041090,上海市,上海市,黄浦区,,,2026-01-29 09:13:36,4.5,173.0,0.47368421052631576,0.0,0.5
B0HGK6EJIQ,虾蛙满堂(田林店),餐饮服务;中餐厅;中餐厅,050100,田林路116号后排1楼(桂林公园地铁站6号口步行300米),"121.416720,31.170409",121.41672,31.170409,13701834978,上海市,上海市,徐汇区,,,2026-01-29 09:13:37,4.6,88.0,0.48421052631578937,0.0,0.625
B0JA74YIU5,新白鹿餐厅(百联临沂店),餐饮服务;餐饮相关场所;餐饮相关,050000,临沂路140-180号百联临沂购物中心3F,"121.512060,31.195235",121.51206,31.195235,021-55781087,上海市,上海市,浦东新区,,,2026-01-29 09:13:37,4.4,80.0,0.4631578947368421,0.0,0.625
B0KAFCMIY0,醉湘亭·宴请餐厅(中骏店),餐饮服务;中餐厅;湖南菜(湘菜),050108,申长路1688弄9号1层09-10109-102A09-103A,"121.313890,31.213363",121.31389,31.213363,18202164473,上海市,上海市,闵行区,,,2026-01-29 09:13:37,4.4,111.0,0.4631578947368421,0.0,0.37499999999999994
B0FFHRQ7BR,邵松沪味园·海鲜·本帮菜(昌里路店),餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;上海菜,050119|050107,昌里路111号,"121.500819,31.175499",121.500819,31.175499,021-58307117;18001905363,上海市,上海市,浦东新区,,,2026-01-29 09:13:37,4.7,81.0,0.49473684210526314,0.0,1.0
B0HK6H7C3R,香港鲜入围煮(金钟广场店),餐饮服务;中餐厅;火锅店,050117,淮海中路98号金钟广场2楼(近柳林路),"121.479148,31.226066",121.479148,31.226066,021-63888003,上海市,上海市,黄浦区,,,2026-01-29 09:13:37,4.5,103.0,1.0,0.0,0.37499999999999994
B0FFF00H7M,萍萍餐厅(波阳路店),餐饮服务;中餐厅;中餐厅,050100,波阳路14号,"121.547635,31.270931",121.547635,31.270931,021-55135989;13817509972,上海市,上海市,杨浦区,,,2026-01-29 09:13:37,4.5,75.0,0.47368421052631576,0.0,0.625
B0KDX1RR7P,九五尊盐花园餐厅,餐饮服务;中餐厅;中餐厅,050100,昌化路与澳门路交叉口东北120米,"121.445268,31.247810",121.445268,31.24781,19921275177,上海市,上海市,普陀区,,,2026-01-29 09:13:37,4.4,283.0,0.4631578947368421,0.0,0.37499999999999994
B001573M46,家在塔啦烤全羊蒙古包餐厅(天钥桥路店),餐饮服务;中餐厅;西北菜,050115,天钥桥路214号哈尼美食广场4层,"121.442021,31.191147",121.442021,31.191147,021-64177277;15301688538;17321473686,上海市,上海市,徐汇区,,,2026-01-29 09:13:37,4.6,173.0,0.48421052631578937,0.0,0.37499999999999994
B0KULLCH1O,小美满餐厅,餐饮服务;中餐厅;中餐厅,050100,农元路585号,"121.654330,31.166702",121.65433,31.166702,13761559232;15300812922,上海市,上海市,浦东新区,,,2026-01-29 09:13:37,4.4,64.0,0.4631578947368421,0.0,0.625
B00155HCIN,三好坞景观餐厅,餐饮服务;中餐厅;中餐厅,050100,四平路1249号,"121.504004,31.285436",121.504004,31.285436,021-65987312;021-65987330,上海市,上海市,杨浦区,,,2026-01-29 09:13:37,4.5,59.0,0.47368421052631576,0.0,0.625
B0FFIWGDNY,黔香阁(大上海时代广场店),餐饮服务;中餐厅;云贵菜,050114,淮海中路99号大上海时代广场6层L603,"121.478176,31.224356",121.478176,31.224356,021-63911779,上海市,上海市,黄浦区,,,2026-01-29 09:13:37,4.4,137.0,0.9894736842105263,0.0,0.37499999999999994
B0HUP6MYSV,醉辉皇(七宝中央商务区店),餐饮服务;中餐厅;中餐厅,050100,上坤路77弄融信上坤先番城3层,"121.355179,31.163990",121.355179,31.16399,021-61821091;021-61821092,上海市,上海市,闵行区,,,2026-01-29 09:13:37,4.4,172.0,0.4631578947368421,0.0,0.37499999999999994
B0JDRUQLNV,蹦牙餐厅,餐饮服务;中餐厅;中餐厅,050100,珠湖路547-549号,"121.048525,31.117225",121.048525,31.117225,18964844686,上海市,上海市,青浦区,,,2026-01-29 09:13:37,4.4,144.0,0.4631578947368421,0.0,0.37499999999999994
B0K6MHFWLV,祥府·洋房餐厅,餐饮服务;中餐厅;中餐厅,050100,长宁区虹桥路1650号A栋(水城路地铁站2号口步行220米),"121.394433,31.199534",121.394433,31.199534,021-62186810;13046656606,上海市,上海市,长宁区,,,2026-01-29 09:13:37,4.4,387.0,0.4631578947368421,0.0,0.37499999999999994
B0G3SXXTKX,衡山花园酒店-百花园中餐厅,餐饮服务;餐饮相关场所;餐饮相关,050000,衡山路516号衡山花园酒店2楼(近吴兴路),"121.443830,31.201680",121.44383,31.20168,18717814145,上海市,上海市,徐汇区,,,2026-01-29 09:13:37,4.4,285.0,0.4631578947368421,0.0,0.7499999999999999
B0K63PQ0M2,万盏餐厅(上海月星环球港店),餐饮服务;餐饮相关场所;餐饮相关,050000,中山北路3300号环球港L3层(汤姆熊旁边),"121.412411,31.232586",121.412411,31.232586,15900708738,上海市,上海市,普陀区,,,2026-01-29 09:13:37,4.3,153.0,0.4526315789473684,0.0,0.37499999999999994
B0IRXRXMRP,新白鹿餐厅(嘉定大融城店),餐饮服务;中餐厅;浙江菜,050106,宝安公路3386号大融城4F,"121.279999,31.330580",121.279999,31.33058,021-69110899,上海市,上海市,嘉定区,,,2026-01-29 09:13:37,4.3,76.0,0.4526315789473684,0.0,0.625
B0L2D597Y2,阳春三记,餐饮服务;中餐厅;中餐厅,050100,上海城区西藏中路289号1楼人民广场地铁20出口,"121.474875,31.233025",121.474875,31.233025,15349460192,上海市,上海市,黄浦区,,,2026-01-29 09:13:37,4.5,38.0,0.47368421052631576,0.0,0.625
B0FFF3SSBS,绣丽餐厅(张江天之骄子店),餐饮服务;中餐厅;中餐厅,050100,祖冲之路2305号天之骄子生活新天地120号2层,"121.628297,31.211892",121.628297,31.211892,021-68908906,上海市,上海市,浦东新区,,,2026-01-29 09:13:37,4.6,91.0,0.48421052631578937,0.0,0.625
B0KAXHBDH3,清真.卡德尔大叔新疆主题餐厅(大拇指广场店),餐饮服务;中餐厅;清真菜馆,050121,芳甸路199弄40号,"121.559573,31.226277",121.559573,31.226277,18001750859,上海市,上海市,浦东新区,,,2026-01-29 09:13:38,4.4,74.0,0.9791666666666669,0.0,0.5555555555555556
B0KGOYKSKJ,上海野生动物园-老虎餐厅,餐饮服务;餐饮相关场所;餐饮相关,050000,南六公路178号上海野生动物园,"121.720935,31.054195",121.720935,31.054195,021-58036981,上海市,上海市,浦东新区,,,2026-01-29 09:13:38,4.5,75.0,0.9895833333333335,0.0,0.5555555555555556
B0H1OCUFUU,上海陆家嘴禧玥酒店·餐厅·沫八,餐饮服务;中餐厅;中餐厅,050100,浦明路与潍坊西路交叉口南160米,"121.512409,31.219300",121.512409,31.2193,021-60128218,上海市,上海市,浦东新区,,,2026-01-29 09:13:38,4.4,151.0,0.45833333333333337,0.0,0.6666666666666667
B0KKFSPBKH,眉州东坡经典川菜(上海来福士广场),餐饮服务;中餐厅;四川菜(川菜),050102,西藏中路268号上海来福士广场L5层05-07N,"121.476201,31.232482",121.476201,31.232482,021-53067169,上海市,上海市,黄浦区,,,2026-01-29 09:13:38,4.4,105.0,0.9791666666666669,0.0,0.33333333333333337
B00156G53E,陕西大厦-长安宴(陕西驻沪办店),餐饮服务;中餐厅;中餐厅,050100,延安中路658号陕西大厦F4层,"121.461678,31.224248",121.461678,31.224248,021-52624866,上海市,上海市,静安区,,,2026-01-29 09:13:38,4.4,77.0,0.45833333333333337,0.0,0.5555555555555556
B0LR9ZP13Y,小孃孃(思南公馆店),餐饮服务;中餐厅;中餐厅,050100,复兴中路531号,"121.468139,31.215161",121.468139,31.215161,18202187114,上海市,上海市,黄浦区,,,2026-01-29 09:13:38,4.4,123.0,0.45833333333333337,0.0,0.33333333333333337
B0HUACCIEE,蔡澜点心(上海来福士广场店),餐饮服务;快餐厅;茶餐厅,050305,西藏中路268号上海来福士广场B1层,"121.476262,31.232696",121.476262,31.232696,021-63309500,上海市,上海市,黄浦区,,,2026-01-29 09:13:38,4.5,89.0,0.9895833333333335,0.0,0.8888888888888891
B00155HD16,扬州饭店(南京东路店),餐饮服务;中餐厅;综合酒楼,050101,福建中路345号靠近南京路步行街,"121.480145,31.236145",121.480145,31.236145,021-63225266,上海市,上海市,黄浦区,,,2026-01-29 09:13:38,4.4,108.0,0.45833333333333337,0.0,1.0
B0K26UYCW9,细记港九大牌档(长宁龙之梦店),餐饮服务;中餐厅;中餐厅,050100,长宁路1018号龙之梦城市生活中心(长宁店)6楼6031-6033室,"121.416136,31.219568",121.416136,31.219568,021-62260697,上海市,上海市,长宁区,,,2026-01-29 09:13:38,4.3,104.0,0.4479166666666667,0.0,0.33333333333333337
B0LU7ZYAZ9,绿茶餐厅(上海青浦宝龙店),餐饮服务;中餐厅;中餐厅,050100,汇金路590号青浦宝龙广场4F层,"121.153418,31.162324",121.153418,31.162324,18879747879,上海市,上海市,青浦区,,,2026-01-29 09:13:38,4.3,67.0,0.4479166666666667,0.0,0.5555555555555556
B0K1GLW1FB,四季和府(城中希尔顿店),餐饮服务;中餐厅;中餐厅,050100,延安西路488号上海城中希尔顿酒店3楼L301,"121.437013,31.217523",121.437013,31.217523,18916369792,上海市,上海市,长宁区,,,2026-01-29 09:13:38,4.4,244.0,0.45833333333333337,0.0,0.33333333333333337
B0J1US59ZM,江悦荟餐厅,餐饮服务;中餐厅;综合酒楼,050101,都会路与金都路交叉口东南100米,"121.410527,31.086145",121.410527,31.086145,17702125222,上海市,上海市,闵行区,,,2026-01-29 09:13:38,4.4,140.0,0.45833333333333337,0.0,0.6666666666666667
B0FFIC0Q9C,西贝(古北1699广场店),餐饮服务;中餐厅;西北菜,050115,古北路1699号B1层105-1105-2105-3105-4单元,"121.402611,31.188011",121.402611,31.188011,18116096725,上海市,上海市,闵行区,,,2026-01-29 09:13:38,4.6,82.0,1.0,0.0,0.5555555555555556
B0I3Z5X09Z,福餐厅(中凯城市之光店),餐饮服务;中餐厅;广东菜(粤菜),050103,大沽路431号,"121.465929,31.225633",121.465929,31.225633,15921709033,上海市,上海市,静安区,,,2026-01-29 09:13:38,4.4,247.0,0.45833333333333337,0.0,0.33333333333333337
B0FFL8G4AF,凤礼宴,餐饮服务;中餐厅;中餐厅,050100,场中路4098弄22号1层(场中路地铁站1号口步行340米),"121.415055,31.300862",121.415055,31.300862,18917689900,上海市,上海市,宝山区,,,2026-01-29 09:13:38,4.4,279.0,0.45833333333333337,0.0,0.33333333333333337
B0L1HCXYU0,贵Guui(上海环贸iapm店),餐饮服务;中餐厅;中餐厅,050100,淮海中路999号5楼517贵Guui,"121.458461,31.215613",121.458461,31.215613,18701771508,上海市,上海市,徐汇区,,,2026-01-29 09:13:38,4.4,117.0,0.45833333333333337,0.0,0.33333333333333337
B0FFGCTP5U,乐中乐邻家餐厅,餐饮服务;中餐厅;中餐厅,050100,莘庄镇疏影路878号,"121.364847,31.119598",121.364847,31.119598,021-33501811,上海市,上海市,闵行区,,,2026-01-29 09:13:38,4.6,70.0,0.47916666666666663,0.0,0.5555555555555556
B00156M2PV,金轩中餐厅Jin Xuan,餐饮服务;中餐厅;中餐厅,050100,世纪大道8号上海国金中心53层,"121.501254,31.236383",121.501254,31.236383,021-20201717,上海市,上海市,浦东新区,,,2026-01-29 09:13:38,4.3,708.0,0.4479166666666667,0.0,0.33333333333333337
B0K2RCEEFB,FULLLI福里餐厅,餐饮服务;中餐厅;中餐厅,050100,陕西南路233号201室,"121.461829,31.209652",121.461829,31.209652,[],上海市,上海市,黄浦区,,,2026-01-29 09:13:38,4.5,137.0,0.46875000000000006,0.0,0.33333333333333337
B0FFH5GUQ0,彩丰楼中餐厅(国家会展中心上海洲际酒店店),餐饮服务;中餐厅;中餐厅,050100,诸光路1700号(国家会展中心3号门)国家会展中心上海洲际酒店一层,"121.301220,31.185838",121.30122,31.185838,021-67001880,上海市,上海市,青浦区,,,2026-01-29 09:13:38,4.3,259.0,0.4479166666666667,0.0,0.6666666666666667
B0JAKMMAMR,小菜园新徽菜(上海松江开元地中海店),餐饮服务;中餐厅;安徽菜(徽菜),050109,新松江路925号开元地中海3楼3063、3064号,"121.219976,31.037646",121.219976,31.037646,18761612615,上海市,上海市,松江区,,,2026-01-29 09:13:38,4.3,83.0,0.4479166666666667,0.0,0.5555555555555556
B0LUJCB62E,港丽餐厅(爱琴海缤纷里店),餐饮服务;中餐厅;中餐厅,050100,枫泾镇乐纷路268号南里二层G3-202港丽餐厅,"121.095585,30.884387",121.095585,30.884387,021-57275776,上海市,上海市,金山区,,,2026-01-29 09:13:38,4.4,113.0,0.45833333333333337,0.0,0.33333333333333337
B0L2LXPNKP,京二叔铜锅涮肉(洛场路店),餐饮服务;中餐厅;火锅店,050117,动漫大场文渊楼南门旁(场中路地铁站2号口步行100米),"121.412843,31.302555",121.412843,31.302555,13681642345,上海市,上海市,宝山区,,,2026-01-29 09:13:38,4.4,137.0,0.45833333333333337,0.0,0.33333333333333337
B0LR2Z5CXV,瓯江渔市(思南路26弄小区店),餐饮服务;中餐厅;海鲜酒楼,050119,思南路30-2号2层(淮海中路地铁站1号口步行210米),"121.466075,31.218774",121.466075,31.218774,19370760858,上海市,上海市,黄浦区,,,2026-01-29 09:13:38,4.4,136.0,0.45833333333333337,0.0,0.6666666666666667
B0J6KH7D3F,朗越会·空中景观餐厅,餐饮服务;餐饮相关场所;餐饮相关,050000,延安西路2000号虹桥宾馆30层,"121.410322,31.204271",121.410322,31.204271,021-52301080,上海市,上海市,长宁区,,,2026-01-29 09:13:38,4.3,375.0,0.4479166666666667,0.0,0.33333333333333337
B0GK4CP6DM,禾宴餐厅(北水湾大厦店),餐饮服务;中餐厅;中餐厅,050100,平城路811号北水湾大厦F2层,"121.248759,31.397755",121.248759,31.397755,021-59997788;18321300991;18817773331,上海市,上海市,嘉定区,,,2026-01-29 09:13:40,4.4,154.0,0.4680851063829787,0.0,0.5
B0J3ACPCBD,烨南·云上餐厅,餐饮服务;中餐厅;广东菜(粤菜),050103,浏翔公路1000号,"121.327644,31.311405",121.327644,31.311405,17321217990,上海市,上海市,嘉定区,,,2026-01-29 09:13:40,4.4,620.0,0.4680851063829787,0.0,0.5
B0K0VPGIJ5,圆通国际会议中心圆悦和府中餐厅,餐饮服务;中餐厅;中餐厅,050100,华新镇华卫路89号,"121.211830,31.223800",121.21183,31.2238,18021058332,上海市,上海市,青浦区,,,2026-01-29 09:13:40,4.3,255.0,0.4574468085106383,0.0,0.5
B0J0A19B79,Calme House·融圃花园餐厅,餐饮服务;中餐厅;中餐厅,050100,颛桥镇沪闵路3045号4号楼,"121.408223,31.052555",121.408223,31.052555,13901957224,上海市,上海市,闵行区,,,2026-01-29 09:13:40,4.4,177.0,0.4680851063829787,0.0,0.5
B00155KZ63,王宝和上海餐厅,餐饮服务;咖啡厅;咖啡厅,050500,九江路555号王宝和大酒店2楼(近福建中路),"121.480536,31.234785",121.480536,31.234785,021-53965000,上海市,上海市,黄浦区,,,2026-01-29 09:13:40,4.3,259.0,0.4574468085106383,0.0,0.5
B00156E5G2,上海静安洲际酒店-翠庭中餐厅,餐饮服务;中餐厅;中餐厅,050100,恒丰路500号上海静安洲际酒店5层,"121.453556,31.244704",121.453556,31.244704,021-52539999,上海市,上海市,静安区,,,2026-01-29 09:13:40,4.3,152.0,0.4574468085106383,0.0,1.0
B0KKPD3ASI,熊猫餐厅,餐饮服务;中餐厅;中餐厅,050100,浦泰路163号,"121.037386,31.117439",121.037386,31.117439,18817777505,上海市,上海市,青浦区,,,2026-01-29 09:13:40,4.4,143.0,0.4680851063829787,0.0,0.5
B0JUPU6GU1,凤园椰珍·椰子鸡(世纪汇店),餐饮服务;中餐厅;中餐厅,050100,世纪大道1192号世纪汇广场2层,"121.528230,31.227396",121.52823,31.227396,021-50760692,上海市,上海市,浦东新区,,,2026-01-29 09:13:40,4.4,108.0,0.4680851063829787,0.0,0.5
B0K30SYIDQ,绿茶餐厅(上海爱琴海店),餐饮服务;中餐厅;浙江菜,050106,虹井路120弄6号601室F6206号,"121.372829,31.175024",121.372829,31.175024,17300523767,上海市,上海市,闵行区,,,2026-01-29 09:13:40,4.4,71.0,0.4680851063829787,0.0,0.8333333333333334
B00155L9NA,霞飞阁餐厅(淮海中路店),餐饮服务;中餐厅;中餐厅,050100,淮海中路935号美臣大酒店8楼,"121.460096,31.217077",121.460096,31.217077,021-64661717;021-64662020,上海市,上海市,黄浦区,,,2026-01-29 09:13:40,4.2,105.0,0.44680851063829785,0.0,0.5
B0HK05CWZ5,小公馆Lafayette1315Bar,餐饮服务;中餐厅;中餐厅,050100,复兴中路1315号-1,"121.454867,31.211905",121.454867,31.211905,021-64377788,上海市,上海市,徐汇区,,,2026-01-29 09:13:40,4.3,131.0,0.4574468085106383,0.0,0.5
B0LBLRP3DK,绿茶餐厅(上海浦江万达店),餐饮服务;中餐厅;中餐厅,050100,永跃路360号上海浦江万达广场F4层,"121.511495,31.027520",121.511495,31.02752,15103996675,上海市,上海市,闵行区,,,2026-01-29 09:13:40,4.3,67.0,0.4574468085106383,0.0,0.8333333333333334
B00155M0AV,瓷园餐厅,餐饮服务;中餐厅;中餐厅|餐饮服务;茶艺馆;茶艺馆,050100|050600,定西路566号,"121.423132,31.203427",121.423132,31.203427,021-62818133,上海市,上海市,长宁区,,,2026-01-29 09:13:40,4.4,351.0,0.4680851063829787,0.0,0.5
