name,x,y,address,type,city,demand
老北京胡同游,116.389812,39.933775,前海西街10号(胡同文化人力客运三轮车),风景名胜;风景名胜相关;旅游景点,北京,13.027196345117734
梅兰芳纪念馆,116.3794,39.935539,什刹海街道什刹海街道德胜门内大街护国寺街9号,风景名胜;风景名胜;纪念馆,北京,12.515224903142961
梅兰芳祖居,116.387078,39.892664,樱桃斜街与小安澜营头条交叉口南20米,风景名胜;风景名胜相关;旅游景点,北京,17.107076780866414
曹雪芹故居纪念馆(暂停开放),116.420814,39.89403,广渠门内大街123号(磁器口地铁站F1东北口步行130米),风景名胜;风景名胜;纪念馆,北京,19.993767903540995
北京市基督教会珠市口堂,116.398078,39.890987,前门大街129号(珠市口路口西南角),风景名胜;风景名胜;教堂,北京,19.94255969268312
四得公园,116.474488,39.972342,将台西路9号(将台西地铁站A口步行140米),风景名胜;公园广场;公园,北京,20.428019876408804
天坛公园,116.410829,39.881913,天坛东里甲1号,风景名胜;公园广场;公园,北京,17.293840283700746
景山公园,116.396551,39.925875,景山西街44号,风景名胜;公园广场;公园,北京,20.658148504265494
圆明园遗址公园,116.30096,40.008759,清华西路28号,风景名胜;风景名胜;国家级景点,北京,5.602629388910952
北海公园,116.391802,39.928775,文津街1号,风景名胜;公园广场;公园,北京,24.25760396060526
朝阳公园,116.482276,39.944093,朝阳公园南路1号,风景名胜;公园广场;公园,北京,24.90580260869174
陶然亭公园,116.381921,39.874496,太平街19号,风景名胜;公园广场;公园,北京,10.620062818830146
奥林匹克森林公园,116.392159,40.018635,科荟路33号,风景名胜;风景名胜;国家级景点,北京,20.76646145501409
奥林匹克森林公园南园,116.391365,40.016194,北五环辅路奥林匹克森林公园,风景名胜;风景名胜;国家级景点,北京,8.89211566209642
八大处公园,116.184358,39.962679,八大处路3号,风景名胜;风景名胜;国家级景点,北京,17.40967344157315
北京奥林匹克公园,116.393096,40.009926,北辰东路15号(森林公园南门地铁站C东南口旁),风景名胜;风景名胜;国家级景点,北京,23.509916029393473
香山公园,116.188746,39.990107,香山买卖街40号,风景名胜;风景名胜;国家级景点,北京,7.237598852636966
北京欢乐谷,116.494743,39.867355,东四环小武基北路,体育休闲服务;休闲场所;游乐场|风景名胜;风景名胜;国家级景点,北京,13.250076808274546
首钢园,116.155232,39.915415,石景山路68号,风景名胜;公园广场;公园,北京,23.35437275375203
世界公园,116.287794,39.810604,丰葆路158号(公园内),风景名胜;风景名胜;国家级景点,北京,10.917701957325345
紫竹院公园,116.319079,39.942352,中关村南大街35号,风景名胜;公园广场;公园,北京,9.473186000414904
玉渊潭公园,116.319932,39.91662,西三环中路10号,风景名胜;风景名胜;国家级景点,北京,10.380137746360345
中山公园,116.394407,39.910707,中华路4号(天安门西侧),风景名胜;公园广场;公园,北京,11.130400329996801
日坛公园,116.443795,39.915538,朝外街道朝阳门外日坛北路6号,风景名胜;公园广场;公园,北京,10.97515608078115
城市绿心森林公园,116.724897,39.873651,张辛庄路与通怀路交叉路口,风景名胜;公园广场;公园,北京,9.00263774017986
北京西山国家森林公园,116.193063,39.975185,闵庄路与香山南路交叉口西100米,风景名胜;风景名胜;省级景点,北京,6.437730170998273
北京西山国家森林公园鬼笑石,116.187684,39.979457,北京西山国家森林公园内(西北角),风景名胜;风景名胜相关;旅游景点,北京,13.903557635696753
团结湖公园,116.464372,39.925741,团结湖南里路16号(呼家楼地铁站B东北口步行190米),风景名胜;公园广场;公园,北京,10.75202168587482
莲花池公园,116.315327,39.893297,西三环中路38号,风景名胜;公园广场;公园,北京,23.008409735651746
南海子公园,116.464223,39.777746,黄亦路16号,风景名胜;公园广场;公园,北京,6.1438145526270365
龙潭中湖公园,116.432072,39.876755,左安门内大街19号,风景名胜;公园广场;公园,北京,10.671655340805781
北京温榆河公园,116.485512,40.075917,京承高速与滨河路交叉口,风景名胜;公园广场;公园,北京,10.569654761404614
北京温榆河公园·故城记忆,116.50027,40.114508,机场北线高速与高白路交叉口东南侧,风景名胜;公园广场;公园,北京,7.50307811440938
百望山森林公园,116.255631,40.029982,黑山扈北口19号,风景名胜;风景名胜;省级景点,北京,19.348636646027586
大运河森林公园,116.742353,39.876323,宋梁路,风景名胜;风景名胜;国家级景点,北京,15.772934046687947
北京凤凰岭景区,116.084981,40.106778,苏家坨镇凤凰岭路19号,风景名胜;风景名胜;国家级景点,北京,18.229781792249224
千灵山,116.085523,39.860994,王佐镇西庄店村北,风景名胜;风景名胜;风景名胜,北京,22.75014889485448
台湖公园,116.648145,39.825003,九周路,风景名胜;公园广场;公园,北京,12.86118095633418
奥林匹克森林公园北园,116.393173,40.027647,北京市奥运村街道科荟路33号,风景名胜;风景名胜;国家级景点,北京,19.39457550301805
顺义奥林匹克水上公园,116.69273,40.180524,白马路19号,风景名胜;风景名胜;国家级景点,北京,14.926117677046536
元大都城垣遗址公园,116.408048,39.976114,育慧南路南口与北土城东路交叉口大牌坊南侧,风景名胜;风景名胜相关;旅游景点,北京,9.346221527606993
北京世园国际旅游度假区,115.947612,40.442534,延庆镇百康路1号,风景名胜;公园广场;公园,北京,15.66623746060392
兴隆公园,116.53366,39.9126,高碑店乡兴隆庄甲8号(近高碑店地铁站),风景名胜;公园广场;公园,北京,13.156412161841706
野鸭湖国家湿地公园,115.846995,40.413557,康庄镇康野路5号刘浩营村西500米,风景名胜;风景名胜;国家级景点,北京,18.443475856790805
南宫五洲植物乐园,116.154329,39.795522,王佐镇南宫迎宾路1号(世界地热博览园内),风景名胜;公园广场;植物园|风景名胜;公园广场;公园,北京,20.981288554058978
北京园博园,116.190595,39.876665,射击场路15号,风景名胜;风景名胜;风景名胜,北京,15.758402955534265
北京冬奥公园,116.15633,39.901826,河堤东路,风景名胜;公园广场;公园,北京,11.319155880757224
首钢园北区,116.157104,39.915433,北京市古城街道石景山路68号首钢园,风景名胜;公园广场;公园,北京,10.236530000673676
北宫国家森林公园,116.117756,39.866114,长辛店镇大灰厂东路55号,风景名胜;风景名胜;国家级景点,北京,5.923709000783644
月坛公园,116.352221,39.916424,月坛北街甲6号,风景名胜;风景名胜;省级景点,北京,20.20249811607836
后海公园,116.38259,39.942143,后海北沿50号(近鼓楼西大街),风景名胜;公园广场;公园,北京,6.628354044010396
红领巾公园,116.491796,39.927301,后八里庄5号,风景名胜;公园广场;公园,北京,8.377436701660505
北京石花洞鸟语林风景区,115.952234,39.808398,河北镇南车营村石花洞景区,风景名胜;风景名胜;国家级景点,北京,24.716532653928468
福海公园,116.402011,39.847163,永外高庄138号(大红门地铁站C东南口步行300米),风景名胜;公园广场;公园,北京,14.798010702750934
周口店国家考古遗址公园,115.930021,39.689369,周口店镇周口店大街1号中国房山世界地质公园周口店园区内,风景名胜;风景名胜;世界遗产,北京,19.323270164792557
四得公园,116.474488,39.972342,将台西路9号(将台西地铁站A口步行140米),风景名胜;公园广场;公园,北京,14.75021368165611
什刹海-前海,116.393076,39.936167,地安门西大街49号什刹海(东南角),风景名胜;风景名胜相关;旅游景点,北京,8.47761788558055
韩村河公园,115.952777,39.596465,韩村河镇,风景名胜;公园广场;公园广场,北京,23.8376584775293
北京明城墙遗址公园,116.427901,39.901264,崇文门东大街9号,风景名胜;公园广场;公园,北京,15.41919380978037
西海子公园,116.665086,39.916364,西海子西路12号,风景名胜;公园广场;公园,北京,20.404922275767863
檀谷·慢闪公园,116.053434,39.878153,京潭中路与九峰路交叉口西南120米,风景名胜;公园广场;公园,北京,19.991760717150818
将府公园,116.513514,39.976547,东八间房村临甲10号,风景名胜;公园广场;公园,北京,22.368581216719257
顺义公园,116.662,40.120898,北京市光明街道光明南街26号,风景名胜;公园广场;公园,北京,5.898340815213952
昌平公园,116.23705,40.217977,鼓楼南街28号(昌平地铁站C东南口步行440米),风景名胜;公园广场;公园,北京,12.059989370614282
回龙观体育文化公园,116.34198,40.077894,文华东路61号,风景名胜;公园广场;公园,北京,15.727442100500044
太阳宫公园,116.454538,39.976218,太阳宫中路6号,风景名胜;公园广场;公园,北京,14.184527814090194
国际企业文化园西园,116.486401,39.808531,亦庄开发区五环文化园西路6号院,风景名胜;公园广场;公园,北京,7.149378343115238
法海寺,116.159458,39.941477,翠微山南麓模式口48号,风景名胜;风景名胜;寺庙道观,北京,15.068797124746602
团河行宫遗址公园,116.378626,39.747364,团河路,风景名胜;公园广场;公园,北京,6.741942697567018
北京国际雕塑公园,116.244127,39.905953,石景山路2号(地铁玉泉路A出口西侧),风景名胜;公园广场;公园,北京,11.251237262043164
长阳体育公园,116.202526,39.761288,[],风景名胜;公园广场;公园,北京,21.16721020230836
仰山公园,116.412087,40.019196,北京市奥运村街道北五环仰山桥南侧,风景名胜;公园广场;公园,北京,14.480164792793527
长阳公园,116.178962,39.760097,长阳镇长阳一村东,风景名胜;公园广场;公园,北京,12.531935698406492
东坝公园,116.573945,39.950193,东坝乡东五环外(近机场第二高速),风景名胜;公园广场;公园,北京,6.223737594211753
大兴新城滨河森林公园,116.320963,39.705786,义和庄,风景名胜;风景名胜相关;旅游景点,北京,7.704502637208222
庆丰公园,116.463961,39.903411,东三环中路39号,风景名胜;公园广场;公园,北京,16.300713994522894
昌平新城滨河森林公园(沙河),116.299628,40.13177,沙河镇南门大道(巩华城地铁站东侧),风景名胜;公园广场;公园,北京,23.16693603072251
绿堤公园,116.240841,39.828166,农场路4号,风景名胜;公园广场;公园,北京,7.100004196869971
人定湖公园,116.385492,39.957583,北京市德胜街道六铺炕街心15号,风景名胜;公园广场;公园,北京,13.840871547309295
稻香湖公园,116.1844,40.091435,苏家坨稻香湖路28号,风景名胜;公园广场;公园,北京,10.420631596698467
南苑森林湿地公园,116.378504,39.820418,槐房路42号,风景名胜;公园广场;公园,北京,24.176995969652054
路县故城遗址公园,116.719954,39.91508,东古城街与临镜路交叉口北160米,风景名胜;风景名胜;风景名胜,北京,18.081614353240628
玲珑公园,116.295288,39.929114,八里庄北里3号(慈寿寺地铁站C2东南口步行280米),风景名胜;公园广场;公园,北京,17.790844264118313
柳荫公园,116.402121,39.960835,和平里街道安定门外黄寺大街8号,风景名胜;公园广场;公园,北京,18.231688153996902
双秀公园,116.374824,39.966275,德胜街道北三环中路20号(北太平庄地铁站C口步行470米),风景名胜;公园广场;公园,北京,20.617110776839244
地坛的海,116.417341,39.953675,和平里西街75号(雍和宫地铁站A西北口步行480米),风景名胜;风景名胜;风景名胜,北京,24.57561446673661
西湖园,116.607958,40.048863,天竺镇二纬路与一经路交叉口西北角,风景名胜;公园广场;公园,北京,20.47478581881719
罗马湖公园,116.518265,40.102513,后沙峪镇罗各庄村罗东路8号,风景名胜;公园广场;公园,北京,13.749020720298317
丰台花园,116.287817,39.864526,丰台镇西四环南路60号,风景名胜;公园广场;公园,北京,9.456128728993558
青年湖全龄友好公园,116.403153,39.954271,安德里北街,风景名胜;公园广场;公园,北京,21.528698885220496
玉河湿地公园,116.23923,40.095837,北至南沙河、南至皇后店中街、东至风格渠东80米、西侧与故宫北院隔上庄东路相望,风景名胜;公园广场;公园,北京,7.200552568495953
金盏淀公园,116.630167,39.96093,沙窝北路7号,风景名胜;公园广场;公园,北京,10.204103030035327
什刹海公园-观景平台,116.380933,39.943736,地安门西大街49号什刹海(西北角),风景名胜;风景名胜相关;旅游景点,北京,15.540542652880628
周口店遗址博物馆,115.936775,39.687388,周口店周胜路,科教文化服务;博物馆;博物馆|风景名胜;风景名胜相关;旅游景点,北京,22.850148759060293
古塔公园,116.535351,39.878349,王四营乡马房寺,风景名胜;公园广场;公园,北京,20.52128706210178
北京后花园(白虎涧)风景区,116.081721,40.14053,阳坊镇后二路,风景名胜;风景名胜;风景名胜,北京,16.34757475083962
马家湾湿地公园,116.561404,39.840916,大鲁店北路38号,风景名胜;公园广场;公园,北京,15.286509876537806
京顺园公园,116.463236,39.970001,四元桥,风景名胜;公园广场;公园,北京,17.161350328051554
中关村公园,116.283458,40.060895,唐家岭土井村路45号,风景名胜;公园广场;公园广场,北京,7.8536320158013595
北京鹫峰国家森林公园,116.085217,40.056718,苏家坨镇秀峰寺路5号,风景名胜;风景名胜;风景名胜,北京,19.304258728144298
老山城市休闲公园,116.224446,39.91489,石景山路甲19号,风景名胜;公园广场;公园,北京,13.603965900465653
宣武艺园,116.359246,39.895139,槐柏树街12号(近宣武医院、长椿街地铁站西南口),风景名胜;公园广场;公园,北京,18.79639755714692
北小河公园,116.455245,40.005054,师家坟村156号,风景名胜;公园广场;公园,北京,14.11873616804223
景山公园-绮望楼,116.39672,39.924029,什刹海街道景山西街44号(故宫后门对面)景山公园内(南侧),风景名胜;风景名胜;风景名胜,北京,9.527553687806838
八大处公园-灵光寺,116.183122,39.956804,八大处路3号八大处公园内(南侧),风景名胜;风景名胜;寺庙道观,北京,14.408821067899682
滨水公园-南区,116.462704,40.125796,定泗路与未来科学城路交口东100米路北,风景名胜;公园广场;公园,北京,8.751605094651104
中关村公园,116.283458,40.060895,唐家岭土井村路45号,风景名胜;公园广场;公园广场,北京,15.53229923962989
北京鹫峰国家森林公园,116.085217,40.056718,苏家坨镇秀峰寺路5号,风景名胜;风景名胜;风景名胜,北京,7.283269167689584
老山城市休闲公园,116.224446,39.91489,石景山路甲19号,风景名胜;公园广场;公园,北京,7.77864089948328
北京温榆河公园·故城记忆,116.50027,40.114508,机场北线高速与高白路交叉口东南侧,风景名胜;公园广场;公园,北京,23.297277548552028
宣武艺园,116.359246,39.895139,槐柏树街12号(近宣武医院、长椿街地铁站西南口),风景名胜;公园广场;公园,北京,19.39320826179472
北小河公园,116.455245,40.005054,师家坟村156号,风景名胜;公园广场;公园,北京,21.175144818993903
滨水公园-南区,116.462704,40.125796,定泗路与未来科学城路交口东100米路北,风景名胜;公园广场;公园,北京,22.387912179643614
北海公园-九龙壁,116.387599,39.931861,什刹海街道文津街1号(故宫北)北海公园西天梵境内,风景名胜;风景名胜;风景名胜,北京,9.957346909317579
霞云岭国家森林公园金水湖景区,115.749073,39.737763,霞云岭乡霞云岭村鸽子台水库,风景名胜;风景名胜;风景名胜,北京,23.11568373931194
通明湖公园,116.580187,39.77933,科创十四街四达时代东邻路南,风景名胜;公园广场;公园,北京,22.44263812341358
通州奥体公园,116.691861,39.905513,通胡大街70号,风景名胜;公园广场;公园,北京,5.377620356811008
永定门公园东城园区,116.399553,39.87497,永定门内大街与木料巷交叉口南220米,风景名胜;风景名胜;风景名胜,北京,5.382511782769552
天坛公园-斋宫,116.406686,39.879763,天坛东路甲1号天坛公园内(西南角),风景名胜;风景名胜;风景名胜,北京,14.700385249300412
顺义新城滨河森林公园,116.722224,40.097482,双河大街1号,风景名胜;公园广场;公园,北京,8.126268426971528
永定公园,116.308097,39.718523,永华路31号,风景名胜;公园广场;公园,北京,19.715056577991838
白水寺森林公园,115.950963,39.749704,北京市东风街道燕山中路西北侧(近燕山火车站),风景名胜;风景名胜相关;旅游景点,北京,19.987701093185898
常营体育公园,116.606526,39.923464,东十里堡路北段东侧住欣家园社区西侧常营南路北侧朝阳北路南侧,风景名胜;公园广场;公园,北京,16.61379944738568
宝联体育公园,116.299036,39.936229,八里庄街道北洼西里48号(慈寿寺地铁站B东北口步行390米),风景名胜;公园广场;公园,北京,9.24282170727878
万芳亭公园,116.375705,39.858593,南三环西路3号,风景名胜;公园广场;公园,北京,20.83547833522057
奥北森林公园,116.391799,40.071922,中东路103号,风景名胜;公园广场;公园,北京,19.830141110939778
天坛公园-双环万寿亭,116.406883,39.883629,天坛东路甲1号天坛公园内(西北角),风景名胜;风景名胜;风景名胜,北京,18.19208581185213
北滨河公园,116.391209,39.95044,德外大街安德路102号,风景名胜;公园广场;公园,北京,9.37627629365251
东单公园,116.41709,39.904917,崇文门内大街9号(东单地铁站H西南口步行380米),风景名胜;公园广场;公园,北京,10.73357829776002
龙潭西湖公园,116.428487,39.880779,龙潭路甲1号,风景名胜;公园广场;公园,北京,17.04555634360096
景山公园-明思宗殉国处,116.399039,39.924529,景山西街44号景山公园内(东南角),风景名胜;风景名胜;风景名胜,北京,21.58456080872028
天元公园,116.261062,39.875971,青塔西路(近巴厘岛),风景名胜;公园广场;公园,北京,12.103674424789258
上方山国家森林公园-上方山云水洞,115.813614,39.667832,韩村河镇圣水峪村(上方山森林公园内),风景名胜;风景名胜相关;旅游景点,北京,20.34181841912214
北海公园-永安寺,116.389393,39.92435,什刹海街道文津街1号(故宫北)北海公园内(西南角),风景名胜;风景名胜;寺庙道观,北京,21.842767139610878
丽都花园,116.479472,39.974676,芳园西路6号(近宵云桥),风景名胜;公园广场;公园,北京,11.54675688063107
天坛公园-东天门,116.417772,39.881568,天坛街道天坛路甲1号天坛公园内(东侧),风景名胜;风景名胜;风景名胜,北京,16.09022584468171
妙峰山森林公园,116.043011,40.06466,妙峰山镇涧沟村(近妙峰山),风景名胜;风景名胜;风景名胜,北京,11.037097283017019
清河之洲,116.309292,40.01838,树村街甲4号,风景名胜;公园广场;公园,北京,11.847016172102581
大望京公园,116.494578,39.996867,东湖街道望京东路甲6号,风景名胜;公园广场;公园,北京,18.91423638614173
东郊森林公园,116.666941,39.984143,宋庄镇森林氧吧西北侧190米,风景名胜;公园广场;公园,北京,17.46885115335209
青龙湖森林公园,116.051637,39.782286,石梯村南街28号,风景名胜;公园广场;公园,北京,19.33179994094444
石景山古城公园,116.193302,39.911761,古城南路1号,风景名胜;公园广场;公园,北京,11.16900329401422
东郊湿地公园,116.660397,40.0218,壁富路11号,风景名胜;公园广场;公园,北京,8.453499695421588
常营马拉松体育公园,116.581268,39.935869,常营幺家店路,风景名胜;公园广场;公园,北京,19.176156008349643
马甸公园,116.37985,39.97226,G6京藏高速北环中心对面(健德门地铁站D西南口步行370米),风景名胜;公园广场;公园,北京,23.66645721875242
未来科学城滨水公园,116.465945,40.126523,未来科学城内,风景名胜;风景名胜;风景名胜,北京,14.76275696980759
未来科学城滨水公园,116.465945,40.126523,未来科学城内,风景名胜;风景名胜;风景名胜,北京,18.888776408875465
北海公园-白塔,116.389259,39.925826,文津街1号北海公园(西南角),风景名胜;风景名胜;风景名胜,北京,9.85398646689696
南馆公园,116.427698,39.943531,西羊管胡同甲1号,风景名胜;公园广场;公园,北京,14.521979792847674
金田公园,116.562135,39.884645,豆各庄双桥,风景名胜;公园广场;公园,北京,20.850985187802323
三园交界,116.309717,40.006277,清华西路28号圆明园遗址公园内(东侧),风景名胜;风景名胜;风景名胜,北京,9.76598549469102
菖蒲河公园,116.403456,39.908566,菖蒲河沿9号(天安门东地铁站B东北口步行200米),风景名胜;公园广场;公园,北京,20.085172913945645
白鹿公园,116.554324,39.8783,王四营乡白鹿司北街,风景名胜;公园广场;公园,北京,15.104253224740528
紫玉公园,116.410861,40.012848,安立路与科荟路交叉口东北440米,风景名胜;公园广场;公园,北京,24.629484050062473
南苑森林湿地公园-南森观景台,116.387665,39.815452,槐房路42号南苑森林湿地公园(东南角),风景名胜;风景名胜;观景点,北京,23.407875724689976
大运河源头遗址公园,116.257003,40.194865,怀昌路152号,风景名胜;公园广场;公园,北京,14.394357581778412
景山公园-富览亭,116.394943,39.924588,景山西街44号景山公园内(西南角),风景名胜;风景名胜相关;旅游景点,北京,14.7230653661026
永定门公园,116.399134,39.875648,永定门内大街156号,风景名胜;风景名胜;风景名胜,北京,18.88738917453297
五塔寺公园,116.329587,39.943299,五塔寺路北50米(国家图书馆地铁站C东南口步行490米),风景名胜;公园广场;公园,北京,19.005795385692345
方泽坛,116.416038,39.952859,安定门外大街2号地坛公园内(东南角),风景名胜;风景名胜相关;旅游景点,北京,19.484003604293207
北京温榆河公园·未来智谷,116.472894,40.101449,七北南路,风景名胜;公园广场;公园,北京,22.191976721507626
凉水河·榴香森林公园,116.428725,39.834589,金桥东街与宋庄路辅路交叉口东南200米,风景名胜;公园广场;公园,北京,9.410533572260293
CBD中央公园,116.466259,39.910914,景辉街与金和东路交叉口西南120米,风景名胜;公园广场;公园,北京,6.205141328293806
天坛公园-七星石,116.416109,39.883051,天坛街道天坛路甲1号天坛公园内(东侧),风景名胜;风景名胜;风景名胜,北京,14.311517002750128
滨水文化公园,116.325673,39.858414,西三环南路74号,风景名胜;公园广场;公园,北京,5.437314852062752
黑桥公园,116.536306,39.999604,黑桥村阳光公寓,风景名胜;公园广场;公园,北京,9.772268511508479
官庄公园,116.510623,39.87979,广华大街官悦欣园B区对面,风景名胜;公园广场;公园,北京,7.169518983476985
杜仲公园,116.567257,39.894015,三间房乡杨家沟,风景名胜;公园广场;公园,北京,17.696612009142555
石榴庄公园,116.422049,39.833579,南四环中路大红门东桥凉水河南,风景名胜;公园广场;公园,北京,23.731345722591247
清河营郊野公园,116.444903,40.055227,来广营北苑东路清河营,风景名胜;公园广场;公园,北京,14.75862414860567
天坛公园-北天门,116.41274,39.885763,天坛路甲1号天坛公园景区内,风景名胜;风景名胜;风景名胜,北京,16.889854962353112
南苑公园,116.378675,39.806508,南苑西路5号,风景名胜;公园广场;公园,北京,5.9672138751530746
万寿公园,116.368245,39.879812,白纸坊东街甲29号(陶然亭地铁站A西北口步行480米),风景名胜;公园广场;公园,北京,23.8606269850053
怀山柔水,116.625611,40.314209,北京市龙山街道府前西街5号,风景名胜;公园广场;公园,北京,23.82524902470135
北海公园-静心斋,116.389401,39.932511,文津街1号北海公园内(西北角),风景名胜;风景名胜;风景名胜,北京,8.754508538100014
黄草湾郊野公园,116.435262,40.005798,北京市大屯街道大屯乡北五环路,风景名胜;公园广场;公园,北京,20.54574169119938
云岗森林公园,116.159716,39.824623,马家坟,风景名胜;公园广场;公园,北京,20.70738351844321
精品公园,116.356935,39.919781,阜成门北大街(阜成门地铁站C东南口步行380米),风景名胜;公园广场;公园,北京,21.72757075628693
京张铁路遗址公园,116.338277,39.991769,北京市学院路街道河清路五道口东面,风景名胜;公园广场;公园,北京,13.16493814063836
普法公园,116.636999,40.314544,迎宾路,风景名胜;公园广场;公园,北京,13.665900772697427
亮马河公园,116.440407,39.947042,香河园中街1号院,风景名胜;公园广场;公园,北京,13.97537864723904
天坛公园-丹陛桥,116.412887,39.879991,天坛路甲1号天坛公园内,风景名胜;风景名胜;风景名胜,北京,18.197432220752592
皇城根遗址公园,116.406563,39.923378,北河沿大街与地安门东大街交叉口南,风景名胜;公园广场;公园,北京,21.61339138347065
狼垡城市森林公园,116.275384,39.776698,黄村地区芦西路(立垡花园东北侧约100米),风景名胜;公园广场;公园,北京,8.206300085866884
金福湿地公园,116.601029,39.826254,台湖镇张台路,风景名胜;公园广场;公园,北京,24.462856046432
减河公园,116.667287,40.135002,右堤路附近,风景名胜;公园广场;公园,北京,22.92874041593338
康庄公园,116.342233,39.755599,康庄路2号,风景名胜;公园广场;公园,北京,11.35069090836729
花博会主题公园,116.566201,40.12146,酒厂东路附近,风景名胜;公园广场;公园,北京,15.37625635866341
后沙峪人民公园,116.540991,40.102345,后沙峪镇双裕街55号,风景名胜;公园广场;城市广场,北京,13.541973177906456
宋庄文化公园,116.692242,39.956349,潞苑北大街北50米,风景名胜;公园广场;公园,北京,8.49301544396717
京城紫岸公园,116.537454,39.937845,平房桥西南角,风景名胜;公园广场;公园,北京,12.560733361485667
瀛海足球主题公园,116.475103,39.756681,海晏路与三太路交叉口西北400米,风景名胜;公园广场;公园,北京,15.343840203631618
仁和公园,116.671673,40.106069,石园南大街10号,风景名胜;公园广场;公园,北京,7.33509780692875
世界公园-欧洲区,116.286465,39.810454,大葆台158号世界公园,风景名胜;风景名胜;风景名胜,北京,6.828109712498791
东升八家郊野公园,116.336864,40.019354,东升乡双清路5号,风景名胜;公园广场;公园,北京,9.751824730263092
金盏森林公园,116.602667,39.950304,东高路北马各庄小学东南侧约200米,风景名胜;公园广场;公园,北京,23.40199105637756
万丰公园,116.291919,39.883235,万丰路莲怡园小区西侧,风景名胜;公园广场;公园,北京,23.22441856699269
树村公园,116.304488,40.026141,树村路农大南路交汇处东,风景名胜;公园广场;公园,北京,9.649653362732195
西小口公园,116.3459,40.051108,西三旗街道,风景名胜;公园广场;公园,北京,24.006030742108006
卧龙公园,116.639818,40.140798,仁和地区顺白路2号,风景名胜;公园广场;公园,北京,21.617691434342127
天坛公园-皇穹宇,116.413131,39.878341,天坛街道天坛内东里7号天坛公园回音壁内,风景名胜;风景名胜相关;旅游景点,北京,24.195968347056528
世界公园-美洲景区,116.284404,39.809684,大葆台158号世界公园内(西侧),风景名胜;风景名胜;风景名胜,北京,21.07587275309741
旧宫城市森林公园,116.434786,39.792375,德贤路东五环路北,风景名胜;公园广场;公园,北京,7.92585775660815
西山公园,116.239286,39.947119,四季青桥西杏石口路南平庄,风景名胜;公园广场;公园,北京,14.450164079897522
密虹公园,116.835997,40.375882,新西路75号,风景名胜;公园广场;公园,北京,22.792642371543373
望京公园,116.498471,39.994743,彩虹路2号,风景名胜;公园广场;公园,北京,12.75470100858465
石景山雕塑公园,116.199834,39.911878,八角南路49号,风景名胜;公园广场;公园,北京,13.280512718104564
阳光星期八公园,116.254489,39.916142,金沟河路26号,风景名胜;公园广场;公园,北京,16.090721734241964
斋宫,116.4135,39.954591,地坛公园(西北角),风景名胜;风景名胜相关;旅游景点,北京,20.784163244465482
兴旺公园,116.434213,39.530607,大安路,风景名胜;公园广场;公园,北京,11.020529006432627
张家湾公园,116.770567,39.831005,里二泗南路北50米,风景名胜;公园广场;公园,北京,7.6858639988572275
回龙观生态休闲公园,116.332825,40.090484,育知东路与回南北路交叉口东北240米,风景名胜;公园广场;公园,北京,14.327381260417962
金中都公园,116.349747,39.871429,广安门南街64号,风景名胜;公园广场;公园,北京,13.166976023351216
元土城遗址公园,116.366139,39.975799,花园路(牡丹园地铁站D西南口步行90米),风景名胜;公园广场;公园,北京,18.03715717206103
天坛公园-神乐署,116.404277,39.878812,天坛街道天坛东路甲1号天坛公园内(西南角),风景名胜;风景名胜;风景名胜,北京,18.62285279458463
太师屯和园公园,117.125956,40.530535,清水河南路与密古路交叉口东100米,风景名胜;公园广场;公园,北京,19.865353572609212
大石山森林公园,116.914369,40.458499,北京市密云区溪翁庄镇密云区S313,风景名胜;风景名胜相关;旅游景点,北京,15.040996601267638
西郊雨洪调蓄工程,116.219835,39.920924,田村山南路与五景桥东街交叉口北200米路东,风景名胜;公园广场;公园,北京,12.347230192492503
中坞公园,116.261738,39.981905,北坞村路27号(颐和园西门地铁站出入口步行330米),风景名胜;公园广场;公园,北京,8.976460481261663
东升八家山地车公园,116.337546,40.022219,清河南滨河路与毛纺路辅路交叉口南200米,风景名胜;公园广场;公园,北京,21.581546848219265
西便门城墙遗址公园,116.357834,39.900039,宣武门西大街131号西便门明城墙遗址公园,风景名胜;公园广场;公园,北京,13.72220585315391
石景山模式口公园,116.160986,39.936851,模式口北街与模式口大街交叉口西北180米,风景名胜;公园广场;公园,北京,18.204813336088588
北极寺公园,116.377065,39.985717,"健翔桥西南角(近G6,北四环,龙翔路)",风景名胜;公园广场;公园,北京,7.205130614659073
天竺郊野公园,116.573776,40.055809,府右街11号,风景名胜;公园广场;公园,北京,6.5739168288008525
北海公园-五龙亭,116.385864,39.930085,文津街1号北海公园内(西侧),风景名胜;风景名胜相关;旅游景点,北京,7.268923867775589
双榆树公园,116.32481,39.970456,科学院南路31号,风景名胜;公园广场;公园,北京,8.577938286675424
天安门广场,116.397755,39.903182,东长安街,风景名胜;风景名胜;红色景区|风景名胜;公园广场;城市广场,北京,17.752195383446484
故宫博物院,116.397029,39.917839,景山前街4号,风景名胜;风景名胜;世界遗产|科教文化服务;博物馆;博物馆,北京,9.970726109628531
天安门,116.397463,39.909187,长安街北侧,风景名胜;风景名胜;国家级景点,北京,13.363108643033922
天坛公园,116.410829,39.881913,天坛东里甲1号,风景名胜;公园广场;公园,北京,8.253715304908756
